name,latitude,longitude,street,city,state,zip,phone,website
Trader Joe's Buckhead (735),33.8409526,-84.3749866,3183 Peachtree Rd,Atlanta,GA,30305,404-842-0907,https://locations.traderjoes.com/ga/atlanta/735/
Trader Joe's Norcross - Peachtree Corners (734),33.979296,-84.21988499999999,5185 Peachtree Pkwy,Norcross,GA,30092,678-966-9236,https://locations.traderjoes.com/ga/norcross/734/
Trader Joe's Huntsville (785),34.7402717,-86.6655025,1100 Mid City Dr NW,Huntsville,AL,35806,256-890-7156,https://locations.traderjoes.com/al/huntsville/785/
Trader Joe's Birmingham (737),33.4464461,-86.7296136,"205 Summit Blvd, Suite 100",Birmingham,AL,35243,205-969-7801,https://locations.traderjoes.com/al/birmingham/737/
Trader Joe's Orem (352),40.27639690000001,-111.6848172,440 East Park Avenue,Orem,UT,84097,801-224-1453,https://locations.traderjoes.com/ut/orem/352/
Trader Joe's Cottonwood Heights (351),40.6241078,-111.8537251,6989 S 1300 E,Cottonwood Heights,UT,84047,801-562-3024,https://locations.traderjoes.com/ut/cottonwood-heights/351/
Trader Joe's Draper (353),40.5432697,-111.8910624,11477 S. State St.,Draper,UT,84020,801-571-0987,https://locations.traderjoes.com/ut/draper/353/
Trader Joe's Salt Lake City (350),40.7596686,-111.8726019,634 East 400 South,Salt Lake City,UT,84102,801-359-2462,https://locations.traderjoes.com/ut/salt-lake-city/350/
Trader Joe's Portland (519),43.66181479999999,-70.2646208,87 Marginal Way,Portland,ME,04101,207-699-3799,https://locations.traderjoes.com/me/portland/519/
Trader Joe's Glendale (85),33.6393288,-112.2265726,7720 West Bell Rd,Glendale,AZ,85308,623-776-7414,https://locations.traderjoes.com/az/glendale/85/
Trader Joe's Prescott (283),34.5486805,-112.4054443,252 N Lee Blvd,Prescott,AZ,86303,928-443-9075,https://locations.traderjoes.com/az/prescott/283/
Trader Joe's Oro Valley (96),32.3505126,-110.9731792,7912 N Oracle,Oro Valley,AZ,85704,520-797-4207,https://locations.traderjoes.com/az/oro-valley/96/
Trader Joe's Queen Creek (286),33.2559134,-111.6402518,21186 S. Ellsworth Loop Rd,Queen Creek,AZ,85142,480-877-7213,https://locations.traderjoes.com/az/queen-creek/286/
Trader Joe's Mesa (89),33.3811965,-111.7869797,2050 E Baseline Rd,Mesa,AZ,85204,480-632-0951,https://locations.traderjoes.com/az/mesa/89/
Trader Joe's Surprise (92),33.6513787,-112.3673991,14095 W Grand Ave,Surprise,AZ,85374,623-546-1640,https://locations.traderjoes.com/az/surprise/92/
Trader Joe's Tucson - Campbell & Limberlost (191),32.2834981,-110.9447888,4209 N Campbell Ave,Tucson,AZ,85719,520-325-0069,https://locations.traderjoes.com/az/tucson/191/
Trader Joe's Tucson - Crossroads (88),32.2497812,-110.8909436,4766 E Grant Rd,Tucson,AZ,85712,520-323-4500,https://locations.traderjoes.com/az/tucson/88/
Trader Joe's Tucson (95),32.2371687,-110.8589241,1101 N Wilmot Rd,Tucson,AZ,85712,520-733-1313,https://locations.traderjoes.com/az/tucson/95/
Trader Joe's Gilbert (SanTan) (285),33.3064389,-111.7517046,1779 E. Williams Field Rd.,Gilbert,AZ,85295,480-857-9878,https://locations.traderjoes.com/az/gilbert/285/
Trader Joe's ASU (91),33.4223269,-111.9248153,940 E. University Drive,Tempe,AZ,85281,480-303-9974,https://locations.traderjoes.com/az/tempe/91/
Trader Joe's Tempe (93),33.3618135,-111.9122475,6460 S McClintock Dr,Tempe,AZ,85283,480-838-4142,https://locations.traderjoes.com/az/tempe/93/
Trader Joe's Scottsdale (94),33.5294368,-111.9275797,6202 N Scottsdale Rd,Scottsdale,AZ,85253,480-948-9886,https://locations.traderjoes.com/az/scottsdale/94/
Trader Joe's N Scottsdale (87),33.6358737,-111.9171545,7555 E Frank Lloyd Wright,Scottsdale,AZ,85260,480-367-8920,https://locations.traderjoes.com/az/scottsdale/87/
Trader Joe's Paradise Valley (282),33.5833102,-111.9790307,4726 East Shea Blvd,Phoenix,AZ,85028,602-485-7788,https://locations.traderjoes.com/az/phoenix/282/
Trader Joe's Phoenix - Town & Country (90),33.5071515,-112.0377957,4821 N 20th St,Phoenix,AZ,85016,602-912-9022,https://locations.traderjoes.com/az/phoenix/90/
Trader Joe's Ahwatukee (177),33.30407960000001,-111.9945018,4025 E Chandler Blvd,Phoenix,AZ,85048,480-759-2295,https://locations.traderjoes.com/az/phoenix/177/
Trader Joe's Greenwood Village (303),39.6091971,-104.9573526,"5910 S University Blvd, Suite E1",Greenwood Village,CO,80121,303-730-3848,https://locations.traderjoes.com/co/greenwood-village/303/
Trader Joe's Denver (302),39.7268649,-104.9827877,661 Logan Street,Denver,CO,80203,303-318-7112,https://locations.traderjoes.com/co/denver/302/
Trader Joe's Denver  Wine Shop (310),39.740549,-104.9407695,790 N Colorado Blvd,Denver,CO,80206,303-321-3245,https://locations.traderjoes.com/co/denver/310/
Trader Joe's Denver Grocery (300),39.7288282,-104.9402543,750 N Colorado Blvd,Denver,CO,80206,303-321-1003,https://locations.traderjoes.com/co/denver/300/
Trader Joe's Colorado Springs (305),38.9072763,-104.8172815,5342 N Nevada Ave,Colorado Springs,CO,80918,719-264-0123,https://locations.traderjoes.com/co/colorado-springs/305/
Trader Joe's Colorado Springs  Wine Shop (315),38.9073373,-104.8176367,5338 N Nevada Avenue,Colorado Springs,CO,80918,719-266-6838,https://locations.traderjoes.com/co/colorado-springs/315/
Trader Joe's Littleton (306),39.611724,-105.0888051,8055 West Bowles Ave,Littleton,CO,80123,720-981-4563,https://locations.traderjoes.com/co/littleton/306/
Trader Joe's Boulder (301),40.0202684,-105.2578411,1906 28th St,Boulder,CO,80301,303-443-0160,https://locations.traderjoes.com/co/boulder/301/
Trader Joe's Parker (309),39.5563188,-104.7776188,18374 Cottonwood Drive #150,Parker,CO,80138,720-851-0549,https://locations.traderjoes.com/co/parker/309/
Trader Joe's Fort Collins (304),40.5393421,-105.0752866,"3500 S College Ave, Ste 110",Fort Collins,CO,80525,970-223-3560,https://locations.traderjoes.com/co/fort-collins/304/
Trader Joe's Orange (524),41.25081249999999,-73.0188747,560 Boston Post Rd,Orange,CT,06477,203-795-5505,https://locations.traderjoes.com/ct/orange/524/
Trader Joe's Manchester (563),41.8067497,-72.5576549,1510 Pleasant Valley Road,Manchester,CT,06042,860-644-3182,https://locations.traderjoes.com/ct/manchester/563/
Trader Joe's Fairfield (523),41.1832041,-73.25317679999999,2258 Black Rock Turnpike,Fairfield,CT,06825,203-330-8301,https://locations.traderjoes.com/ct/fairfield/523/
Trader Joe's Glastonbury (586),41.71347009999999,-72.5998159,400 Hebron Ave,Glastonbury,CT,06033,860-633-9270,https://locations.traderjoes.com/ct/glastonbury/586/
Trader Joe's Westport (521),41.1398413,-73.3519417,400 Post Road E,Westport,CT,06880,203-226-8966,https://locations.traderjoes.com/ct/westport/521/
Trader Joe's Darien (522),41.0844564,-73.4617098,436 Boston Post Rd,Darien,CT,06820,203-656-1414,https://locations.traderjoes.com/ct/darien/522/
Trader Joe's Danbury (525),41.3932099,-73.5215003,113 Mill Plain Rd,Danbury,CT,06811,203-739-0098,https://locations.traderjoes.com/ct/danbury/525/
Trader Joe's West Hartford (526),41.7234546,-72.7580182,1489 New Britain Ave,West Hartford,CT,06110,860-561-4771,https://locations.traderjoes.com/ct/west-hartford/526/
Trader Joe's Stamford (529),41.1068964,-73.5473117,1041 High Ridge Rd,Stamford,CT,06905,203-321-8440,https://locations.traderjoes.com/ct/stamford/529/
Trader Joe's Carson City (281),39.0735709,-119.7795799,3790 US Hwy 395 S,Carson City,NV,89705,775-267-2486,https://locations.traderjoes.com/nv/carson-city/281/
Trader Joe's Anthem (280),36.0008721,-115.1093337,10345 S Eastern Ave,Henderson,NV,89052,702-407-8673,https://locations.traderjoes.com/nv/henderson/280/
Trader Joe's Henderson (97),36.0695804,-115.0811185,2716 N Green Valley Pkwy,Henderson,NV,89014,702-433-6773,https://locations.traderjoes.com/nv/henderson/97/
Trader Joe's Reno (82),39.4787891,-119.7839949,5035 S McCarran Blvd,Reno,NV,89502,775-826-1621,https://locations.traderjoes.com/nv/reno/82/
Trader Joe's Las Vegas - Summerlin (86),36.1805714,-115.2581825,7575 W Washington,Las Vegas,NV,89128,702-242-8240,https://locations.traderjoes.com/nv/las-vegas/86/
Trader Joe's Las Vegas - Centennial Hills (98),36.26356000000001,-115.25755,5639 Centennial Ctr Blvd,Las Vegas,NV,89149,702-396-3372,https://locations.traderjoes.com/nv/las-vegas/98/
Trader Joe's Las Vegas - Downtown Summerlin (284),36.1455347,-115.3354852,2315 Summa Dr Ste 100,Las Vegas,NV,89135,702-242-0597,https://locations.traderjoes.com/nv/las-vegas/284/
